u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,access,service,width,bridge,junction,tunnel,weights
279377480,10739497719,0,194089144,tertiary,,20 mph,Woodland Road,False,,False,50.45874684682092,"LINESTRING (-2.6028533 51.4561266, -2.6026816 51.4559952, -2.6025772 51.4559229, -2.6023705 51.4557968, -2.6023624 51.4557922)",,,,,,,0.8959408745312025
279377480,10738320242,0,194089144,tertiary,,20 mph,Woodland Road,False,,True,148.91229819878998,"LINESTRING (-2.6028533 51.4561266, -2.6029148 51.4561763, -2.6029617 51.4562206, -2.6029797 51.4562377, -2.6031241 51.4563796, -2.6033138 51.4565868, -2.6033217 51.4565955, -2.6033827 51.4566778, -2.6034279 51.4567413, -2.6035496 51.456956, -2.6036005 51.4570611, -2.6036518 51.4571759, -2.603709 51.4573269, -2.603714 51.457341)",,,,,,,0.31358643173887724
367036281,26070229,0,4308341,residential,,20 mph,Lower Clifton Hill,False,,False,6.951203409649908,"LINESTRING (-2.6105497 51.4546611, -2.6106126 51.4546124)",,,,,,,0.23335488527596793
367036281,26070232,0,4308341,residential,,20 mph,Lower Clifton Hill,False,,True,67.13091461033018,"LINESTRING (-2.6105497 51.4546611, -2.6101396 51.4549379, -2.6100427 51.4549833, -2.6099715 51.4550015, -2.6099244 51.4550115, -2.6098771 51.4550112, -2.6098087 51.4550054)",,,,,,,0.4589366871503535
367036281,247900792,0,22994358,residential,,20 mph,Bellevue Terrace,False,,False,59.5833669764,"LINESTRING (-2.6105497 51.4546611, -2.6105277 51.4546411, -2.6105211 51.454614, -2.6105453 51.4545845, -2.6105874 51.4545542, -2.6107292 51.4544548, -2.6110104 51.454239)",,,,,,,0.6969618396770362
412366732,3683449012,0,25663302,secondary,2.0,20 mph,,False,B4051,True,9.76180838340142,"LINESTRING (-2.6014289 51.4553542, -2.6015694 51.4553477)",,,,,,,0.8373795260391445
412366732,3683449014,0,193802635,secondary,2.0,20 mph,Park Row,False,B4051,False,21.793167348632903,"LINESTRING (-2.6014289 51.4553542, -2.601119 51.4553877)",,,,,,,0.17095982860588566
412366732,1130578189,0,35156440,pedestrian,,,Woodland Rise,False,,False,56.96067159033045,"LINESTRING (-2.6014289 51.4553542, -2.6014423 51.4554273, -2.6015011 51.4557726, -2.6015171 51.4558635)",,,,,,,0.7007821898306754
430178844,430179935,0,36990559,secondary,,20 mph,Berkeley Place,True,B4466,False,33.19118911452712,"LINESTRING (-2.6075501 51.4560468, -2.6076548 51.4560393, -2.6077231 51.4560318, -2.6078452 51.4560142, -2.6079404 51.4559933, -2.6080142 51.4559775)",,,,,,,0.6312648953620099
430178844,17585126,0,39020683,primary,,20 mph,Triangle South,True,A4018,False,43.20893486390728,"LINESTRING (-2.6075501 51.4560468, -2.6078735 51.4560788, -2.6079259 51.456093, -2.6079645 51.4561114, -2.6079977 51.4561313, -2.608027 51.4561615, -2.6080503 51.4562142)",,,,,,,0.375717490968674
430179926,430179935,0,180484938,unclassified,2.0,20 mph,Byron Place,False,,False,14.813527607121063,"LINESTRING (-2.6078989 51.4558656, -2.6079645 51.4559365, -2.6080142 51.4559775)",,,,,,,0.6594095267229787
430179926,430180324,0,180484939,residential,,20 mph,Upper Berkeley Place,False,,True,43.33548643879565,"LINESTRING (-2.6078989 51.4558656, -2.6079916 51.4558294, -2.6084607 51.4556954)",,,,,,,0.9766179955867433
430179926,430180324,1,"[186830513, 36990612, 347974310]",residential,,20 mph,"['Byron Place', 'Upper Berkeley Place']",True,,False,113.220291689627,"LINESTRING (-2.6078989 51.4558656, -2.6079012 51.4558139, -2.6080404 51.4556074, -2.608237 51.4553368, -2.6085595 51.4556148, -2.6084902 51.4556597, -2.6084607 51.4556954)",,,,,,,0.9927310434806548
430179935,2207401619,0,36990559,secondary,,20 mph,Berkeley Place,True,B4466,False,180.13058139312997,"LINESTRING (-2.6080142 51.4559775, -2.6081443 51.4559557, -2.6082703 51.4559231, -2.6084165 51.4558814, -2.6087716 51.4557569, -2.6089616 51.4556773, -2.6093333 51.455467, -2.6094253 51.455384, -2.6095238 51.4552847, -2.6096163 51.4551747, -2.6097319 51.455026, -2.6098094 51.4549006)",,,,,,,0.6673291679024029
430179935,430179926,0,180484938,unclassified,2.0,20 mph,Byron Place,False,,True,14.813527607121063,"LINESTRING (-2.6080142 51.4559775, -2.6079645 51.4559365, -2.6078989 51.4558656)",,,,,,,0.4413825861447539
430180324,430180407,0,"[36990617, 97655909]",service,,,,False,,False,56.01186900913333,"LINESTRING (-2.6084607 51.4556954, -2.6088321 51.4559078, -2.6089077 51.4559566, -2.6089736 51.4559959, -2.6090686 51.4559692)",,,,yes,,,0.8546800985381406
430180324,430179926,0,180484939,residential,,20 mph,Upper Berkeley Place,False,,False,43.33548643879565,"LINESTRING (-2.6084607 51.4556954, -2.6079916 51.4558294, -2.6078989 51.4558656)",,,,,,,0.815337155268561
430180407,430180324,0,"[36990617, 97655909]",service,,,,False,,True,56.01186900913333,"LINESTRING (-2.6090686 51.4559692, -2.6089736 51.4559959, -2.6089077 51.4559566, -2.6088321 51.4559078, -2.6084607 51.4556954)",,,,yes,,,0.9808210428250856
430180427,430180490,0,36990624,service,,,,False,,False,7.220156903628572,"LINESTRING (-2.6092883 51.4555833, -2.6093628 51.4556287)",,,,,,,0.025465473047761145
430180427,17585126,0,37002027,secondary,,20 mph,Berkeley Place,True,B4466,False,113.37326622669184,"LINESTRING (-2.6092883 51.4555833, -2.609148 51.4556688, -2.6089841 51.455754, -2.6089134 51.4557814, -2.6088257 51.4558154, -2.6086123 51.4558906, -2.6083778 51.4559722, -2.6082504 51.4560141, -2.6081676 51.4560705, -2.6081247 51.4561101, -2.6080503 51.4562142)",,,,,,,0.5761794299631509
430180490,430180427,0,36990624,service,,,,False,,True,7.220156903628572,"LINESTRING (-2.6093628 51.4556287, -2.6092883 51.4555833)",,,,,,,0.4969808002343543
430191112,26070211,0,1122658462,unclassified,,20 mph,Constitution Hill,False,,False,13.689968913545531,"LINESTRING (-2.6141824 51.4532193, -2.6139884 51.453196)",,,,,,,0.7278114565949585
430191112,26070181,0,4309551,unclassified,,20 mph,Clifton Road,False,,False,57.268660718401485,"LINESTRING (-2.6141824 51.4532193, -2.6141375 51.4532346, -2.6139803 51.4532961, -2.6138146 51.4533713, -2.6136133 51.4535756)",,,,,,,0.25058337841433387
430191112,2983539832,0,76873381,unclassified,,20 mph,Goldney Avenue,False,,True,54.279144119221,"LINESTRING (-2.6141824 51.4532193, -2.6143465 51.4531676, -2.6145842 51.4531245, -2.6147692 51.4530969, -2.6149307 51.4530922)",,,,,,,0.8905495691747098
430191416,26070212,0,36991187,residential,,20 mph,Lower Clifton Hill,True,,False,29.498638822184468,"LINESTRING (-2.6137367 51.4531031, -2.6136679 51.4533649)",,,,,,,0.4746476657557188
430191416,21529973,0,1122658462,unclassified,,20 mph,Constitution Hill,False,,False,67.553044367541,"LINESTRING (-2.6137367 51.4531031, -2.6133391 51.4529457, -2.6130332 51.4528224, -2.612908 51.452784)",,,,,,,0.5896528207632673
430191416,26070211,0,1122658462,unclassified,,20 mph,Constitution Hill,False,,True,20.280455845012742,"LINESTRING (-2.6137367 51.4531031, -2.6138803 51.4531594, -2.6139884 51.453196)",,,,,,,0.5968220527364051
430269402,430269758,0,36996492,primary_link,1.0,20 mph,Triangle West,True,A4018,False,36.33697537426619,"LINESTRING (-2.6079323 51.4567641, -2.6078913 51.4568271, -2.6078404 51.4568719, -2.6078009 51.4569055, -2.6077583 51.4569213, -2.6076696 51.4569309, -2.6075488 51.4569317)",,,,,,,0.7847814575692342
430269402,430270406,0,"[426430424, 36996524]",primary,2.0,20 mph,"['Triangle West', ""Queen's Road""]",True,A4018,False,79.98065078782031,"LINESTRING (-2.6079323 51.4567641, -2.6079256 51.4568731, -2.607937 51.4569568, -2.6079633 51.4570303, -2.6080212 51.4570936, -2.6081745 51.4571849, -2.6084789 51.4573414)",,,,,,,0.9205152549821383
430269758,26165146,0,37372355,primary,2.0,20 mph,Queen's Road,True,A4018,False,123.46740993982894,"LINESTRING (-2.6075488 51.4569317, -2.606709 51.456531, -2.6061237 51.4562652)",,,,,,,0.23153824057429218
430270406,26070202,0,36996524,primary,2.0,20 mph,Queen's Road,True,A4018,False,37.35763277160196,"LINESTRING (-2.6084789 51.4573414, -2.6088893 51.4575593)",,,,,,,0.876195929692178
430270406,26070207,0,431578444,residential,,20 mph,Park Place,False,,True,23.43439682039139,"LINESTRING (-2.6084789 51.4573414, -2.6086848 51.4571742)",,,,,,,0.5581707618373722
430272424,26165135,0,41554112,residential,,20 mph,Elmdale Road,False,,False,16.982895228932758,"LINESTRING (-2.6071552 51.4581464, -2.6070916 51.4582939)",,,,,,,0.9147367400096793
430272424,4117553241,0,1351801044,residential,,20 mph,Queens Avenue,False,,False,2.878302657225818,"LINESTRING (-2.6071552 51.4581464, -2.6071776 51.4581246)",,,,,,,0.8395977746782103
430672321,26070224,0,36991181,residential,,20 mph,Lower Clifton Hill,True,,False,94.26126175729786,"LINESTRING (-2.6126623 51.4539744, -2.6122374 51.4539763, -2.6119263 51.453993, -2.6116634 51.4540532, -2.6113568 51.4541492)",,,,,,,0.873752565267984
430672321,430672363,0,37032327,service,,,,False,,False,90.826984272597,"LINESTRING (-2.6126623 51.4539744, -2.6125686 51.4541153, -2.612504 51.4541911, -2.6124664 51.4542353, -2.6121564 51.4545006, -2.6119672 51.4546625)",,,,,,,0.36996900750990325
430672363,430672321,0,37032327,service,,,,False,,True,90.82698427259696,"LINESTRING (-2.6119672 51.4546625, -2.6121564 51.4545006, -2.6124664 51.4542353, -2.612504 51.4541911, -2.6125686 51.4541153, -2.6126623 51.4539744)",,,,,,,0.3102411553142519
430715668,830599395,0,4317545,unclassified,,20 mph,Berkeley Avenue,True,,False,46.214573916472666,"LINESTRING (-2.6043526 51.4556888, -2.6047547 51.4553572)",,,,,,,0.04398379701990662
430715668,246192208,0,293529924,primary,,20 mph,Park Street,True,A4018,False,26.58804362278,"LINESTRING (-2.6043526 51.4556888, -2.6044134 51.4557232, -2.6044842 51.4557597, -2.6045453 51.455793, -2.6045933 51.455817, -2.6046479 51.4558412)",,,,,,,0.17865232846278212
460840143,1969856230,0,193802637,secondary,,20 mph,Park Row,True,B4051,False,40.9190455432619,"LINESTRING (-2.6038574 51.4557374, -2.6039613 51.4557569, -2.604182 51.4557875, -2.6042565 51.455798, -2.6043371 51.4558068, -2.6043847 51.4558091, -2.6044347 51.4558096)",,,,,,,0.6236430163537716
460840143,26104492,0,"[422095172, 22888053]",secondary,2.0,20 mph,Park Row,False,B4051,True,67.07247334777915,"LINESTRING (-2.6038574 51.4557374, -2.6036112 51.4556785, -2.602954 51.4555207)",,,,,,,0.03672925246439418
465205523,1970773874,0,37354484,secondary,2.0,20 mph,Queen's Road,False,B3129,True,10.778702394914522,"LINESTRING (-2.6104347 51.4580234, -2.6102795 51.4580167)",,,,,,,0.3690572167904298
465205523,26215512,0,39019572,residential,,20 mph,Chesterfield Buildings,True,,False,101.62680910017174,"LINESTRING (-2.6104347 51.4580234, -2.6112864 51.4587675)",,,,,,,0.8286879194197287
465205523,5519467268,0,37354484,secondary,2.0,20 mph,Queen's Road,False,B3129,False,97.21853717884171,"LINESTRING (-2.6104347 51.4580234, -2.6106637 51.4580334, -2.6107768 51.4580384, -2.6111318 51.4580332, -2.6112065 51.4580327, -2.6115958 51.4580027, -2.6118307 51.4579782)",,,,,,,0.5553633227442176
465205536,2892455913,0,285586222,service,,,,False,,False,8.734436800496134,"LINESTRING (-2.6091973 51.4583405, -2.6092122 51.4584185)",,,,,,,0.4952994679507472
465205536,2892455909,0,"[285586225, 285586226, 285586227]","['service', 'pedestrian']",,,,False,,False,51.6746760809188,"LINESTRING (-2.6091973 51.4583405, -2.6093745 51.4582651, -2.6094969 51.4582116, -2.6096399 51.458149, -2.6098063 51.4580723)",,,,,,,0.9472761977031944
465205536,2892455910,0,285586227,service,,,,False,,True,21.241188755133173,"LINESTRING (-2.6091973 51.4583405, -2.6090515 51.4583106, -2.6089043 51.4582844)",,,,,,,0.171870468984738
465205538,1970773874,0,37354484,secondary,2.0,20 mph,Queen's Road,False,B3129,False,33.073113034863894,"LINESTRING (-2.6098094 51.4579656, -2.6101437 51.4580054, -2.6102795 51.4580167)",,,,,,,0.058687350612293354
465205538,243078541,0,37354484,secondary,2.0,20 mph,Queen's Road,False,B3129,True,14.066885828353795,"LINESTRING (-2.6098094 51.4579656, -2.609722 51.4579409, -2.6096241 51.4579139)",,,,,,,0.30744499477994336
465205538,2892455909,0,284534477,service,,,,False,,False,12.396630843951408,"LINESTRING (-2.6098094 51.4579656, -2.6097828 51.4580364, -2.6098063 51.4580723)",,,,,,,0.583573427699123
826838268,826838286,0,68829295,residential,,20 mph,Oakfield Grove,False,,False,114.0566165066497,"LINESTRING (-2.6122192 51.4595432, -2.6129938 51.4604483)",,,,,,,0.1812300358525305
826838268,6147790295,0,"[656264968, 68829295]","['service', 'residential']",,20 mph,Oakfield Grove,False,,True,58.63342114451512,"LINESTRING (-2.6122192 51.4595432, -2.6121028 51.4594084, -2.612064 51.4593699, -2.6125109 51.4591951)",,,,,,,0.7561193999482146
826838268,26215518,0,284534473,unclassified,,20 mph,Oakfield Grove,False,,False,75.64225655448769,"LINESTRING (-2.6122192 51.4595432, -2.6117558 51.4597152, -2.6114487 51.4594291)",,,,,,,0.8349706279729276
826838286,5517369465,0,4319667,residential,,20 mph,Oakfield Road,False,,False,27.794287576596943,"LINESTRING (-2.6129938 51.4604483, -2.6126304 51.4605542)",,,10.0,,,,0.496651251579903
826838286,26215522,0,4319667,residential,,20 mph,Oakfield Road,False,,True,71.54532903096005,"LINESTRING (-2.6129938 51.4604483, -2.6139731 51.4602441)",,,10.0,,,,0.38543726193982397
826838286,826838268,0,68829295,residential,,20 mph,Oakfield Grove,False,,True,114.0566165066497,"LINESTRING (-2.6129938 51.4604483, -2.6122192 51.4595432)",,,,,,,0.4473359178137717
830599275,6148493657,0,4319763,residential,,20 mph,Richmond Park Road,False,,True,48.36256191448451,"LINESTRING (-2.6145873 51.4571784, -2.6143784 51.4575934)",,,,,,,0.29470496322178275
830599275,26218282,0,4319763,residential,,20 mph,Richmond Park Road,False,,False,162.72425475803004,"LINESTRING (-2.6145873 51.4571784, -2.6146582 51.4569045, -2.6147017 51.4566437, -2.6147328 51.4563381, -2.6147579 51.4560532, -2.614715 51.4559501, -2.6146044 51.4558554, -2.6144665 51.455789)",,,,,,,0.46220764293761674
830599319,26070229,0,4309546,residential,,20 mph,Meridian Vale,False,,False,29.919298039952043,"LINESTRING (-2.6107392 51.4548562, -2.6107117 51.4547024, -2.6106905 51.4546546, -2.6106651 51.4546362, -2.6106126 51.4546124)",permissive,,,,,,0.022880633962155783
830599319,5227109824,0,4309546,residential,,20 mph,Meridian Vale,False,,True,32.03110256754389,"LINESTRING (-2.6107392 51.4548562, -2.6107822 51.4550135, -2.6107806 51.4550545, -2.6107689 51.4550901, -2.610741 51.4551382)",permissive,,,,,,0.3892957539302586
830599319,830599323,0,69323245,service,,,,False,,True,34.63454667622406,"LINESTRING (-2.6107392 51.4548562, -2.610559 51.4549661, -2.6104028 51.4550859)",,alley,,,,,0.9851518529098472
830599323,830599319,0,69323245,service,,,,False,,False,34.63454667622406,"LINESTRING (-2.6104028 51.4550859, -2.610559 51.4549661, -2.6107392 51.4548562)",,alley,,,,,0.9357189144611642
830599329,830599343,0,69323246,residential,,20 mph,Burton Court,False,,True,18.71255876621448,"LINESTRING (-2.6096821 51.4552175, -2.6098737 51.4553361)",,,,,,,0.13634689110003106
830599329,430180427,0,37002027,secondary,,20 mph,Berkeley Place,True,B4466,False,49.24797292014526,"LINESTRING (-2.6096821 51.4552175, -2.6095847 51.4553401, -2.6094505 51.4554675, -2.6092883 51.4555833)",,,,,,,0.9442851104641787
830599343,830599329,0,69323246,residential,,20 mph,Burton Court,False,,False,18.71255876621448,"LINESTRING (-2.6098737 51.4553361, -2.6096821 51.4552175)",,,,,,,0.748641313395768
830599351,2098022282,0,431578446,residential,,20 mph,Upper Byron Place,False,,False,39.11939391730008,"LINESTRING (-2.6069803 51.4560528, -2.6070515 51.4557038)",,,,,,,0.5647877866882954
830599351,430178844,0,188001747,primary,2.0,20 mph,Triangle South,True,A4018,False,39.50384170969406,"LINESTRING (-2.6069803 51.4560528, -2.6072079 51.4560557, -2.6075501 51.4560468)",,,,,,,0.9271642243461283
830599395,830599403,0,69323248,unclassified,,20 mph,There And Back Again Lane,False,,True,36.78091910182109,"LINESTRING (-2.6047547 51.4553572, -2.6044383 51.4550916)",,,,,,,0.43126668658596856
830599395,21529981,0,80931394,unclassified,,20 mph,Berkeley Avenue,False,,False,12.757906052660738,"LINESTRING (-2.6047547 51.4553572, -2.6048738 51.4552697)",,,,,,,0.7228950636513627
830599403,830599395,0,69323248,unclassified,,20 mph,There And Back Again Lane,False,,False,36.78091910182109,"LINESTRING (-2.6044383 51.4550916, -2.6047547 51.4553572)",,,,,,,0.7731601693672342
853556892,26215513,0,"[656100889, 4319669]",residential,,20 mph,Sunderland Place,False,,False,63.51568590870842,"LINESTRING (-2.6103915 51.4585216, -2.6104157 51.4585119, -2.6109269 51.4589643)",,,,,,,0.7471262890879183
853556892,26215516,0,4319669,residential,,20 mph,Sunderland Place,False,,True,93.6966537400494,"LINESTRING (-2.6103915 51.4585216, -2.6103697 51.4585303, -2.6092836 51.4590048)",,,,,,,0.8166713463183823
853556892,2892455909,0,"[284534477, 71824709]",service,,,,False,,True,64.37358355983353,"LINESTRING (-2.6103915 51.4585216, -2.6103628 51.4584941, -2.6103426 51.4584813, -2.609865 51.4581193, -2.6098063 51.4580723)",,,,,,,0.08874644995787229
860227796,1970090198,0,3552330,primary,2.0,20 mph,Whiteladies Road,False,A4018,False,23.042107231566384,"LINESTRING (-2.6088218 51.4588694, -2.6087922 51.4590758)",,,,,,,0.11578632793796051
860227796,5519467286,0,3552330,primary,2.0,20 mph,Whiteladies Road,False,A4018,True,37.50612548355492,"LINESTRING (-2.6088218 51.4588694, -2.6088579 51.4586311, -2.6088728 51.4585336)",,,,,,,0.9149478419625461
860227796,26215516,0,72452771,path,,,,False,,True,41.121906299736445,"LINESTRING (-2.6088218 51.4588694, -2.6089681 51.4588867, -2.6090676 51.4590074, -2.6091501 51.4589967, -2.6092301 51.4589866, -2.6092836 51.4590048)",,,,,,,0.4342843348679962
891026747,2098022282,0,431578447,residential,,20 mph,Upper Byron Place,False,,True,73.78928170164049,"LINESTRING (-2.6072234 51.4550489, -2.6070515 51.4557038)",,,,,,,0.9090547862716964
891026747,2098022282,1,75479478,service,,,,True,,False,133.35088768483726,"LINESTRING (-2.6072234 51.4550489, -2.6074157 51.4550662, -2.6074561 51.455062, -2.6075145 51.4550633, -2.6077091 51.4551262, -2.6077409 51.4551484, -2.6077627 51.4551678, -2.6077751 51.455203, -2.6077727 51.4552429, -2.6077612 51.4552801, -2.6076664 51.4554093, -2.607666 51.4554222, -2.6076755 51.4554434, -2.6076787 51.4554646, -2.607676 51.4554875, -2.6075577 51.4556327, -2.6075334 51.4556475, -2.6075024 51.4556586, -2.6074551 51.4556663, -2.6072026 51.455693, -2.6071612 51.4556955, -2.6070515 51.4557038)",,,,,,,0.7398321918229751
891026747,982935335,0,"[431578440, 54484645, 69323247]","['unclassified', 'residential']",,20 mph,"['Upper Byron Place', 'Brandon Hill Lane']",False,,False,132.81315951851008,"LINESTRING (-2.6072234 51.4550489, -2.6072291 51.4550166, -2.6072283 51.454995, -2.6072153 51.4549764, -2.6071741 51.4549383, -2.6068969 51.4547235, -2.6066628 51.4545708, -2.6065599 51.4545276, -2.6063744 51.4544802, -2.6061862 51.4544465, -2.6060434 51.4544278, -2.6059974 51.4544242, -2.6059571 51.4544266, -2.6059209 51.4544385, -2.6057979 51.4544902)",,,,,,,0.9509070293831255
891026764,891026768,0,75479480,residential,,20 mph,Hill View,False,,False,33.162535910915835,"LINESTRING (-2.6118007 51.452528, -2.6120314 51.4527893)",,,,,,,0.4281088723829398
891026768,21529976,0,4067625,unclassified,,20 mph,Constitution Hill,False,,False,51.66661445946117,"LINESTRING (-2.6120314 51.4527893, -2.6112858 51.4527937)",,,,,,,0.4546144487000099
891026768,891026764,0,75479480,residential,,20 mph,Hill View,False,,True,33.162535910915835,"LINESTRING (-2.6120314 51.4527893, -2.6118007 51.452528)",,,,,,,0.10397029639503441
891026768,21529973,0,4067625,unclassified,,20 mph,Constitution Hill,False,,True,60.745716261004766,"LINESTRING (-2.6120314 51.4527893, -2.6121393 51.4527895, -2.6122543 51.4527879, -2.6127558 51.4527847, -2.612908 51.452784)",,,,,,,0.6506629866952035
957704261,957704280,0,97690544,service,,,,False,,True,8.782004305622946,"LINESTRING (-2.6043484 51.4547064, -2.6042677 51.4546455)",,,,,,,0.36676783739616203
957704261,26070236,0,4308347,residential,,20 mph,Charlotte Street,True,,False,33.27079016868564,"LINESTRING (-2.6043484 51.4547064, -2.6042891 51.4547364, -2.6039772 51.4548962)",,,,,,,0.7497091357510531
957704280,957704261,0,97690544,service,,,,False,,False,8.782004305622946,"LINESTRING (-2.6042677 51.4546455, -2.6043484 51.4547064)",,,,,,,0.9109510570714959
957754269,17585143,0,3552302,primary,2.0,20 mph,Park Street,False,A4018,False,4.835294742119566,"LINESTRING (-2.6035778 51.4551189, -2.6036209 51.4551531)",,,,,,,0.8411703644456768
957754269,17585146,0,3552302,primary,2.0,20 mph,Park Street,False,A4018,True,105.32643010862223,"LINESTRING (-2.6035778 51.4551189, -2.603195 51.4548299, -2.6026238 51.4543815)",,,,,,,0.8403552643407692
963961980,2298696536,0,22887921,primary,2.0,20 mph,Park Street,False,A4018,False,2.039333823428737,"LINESTRING (-2.6009948 51.4531286, -2.601014 51.4531425)",,,,,,,0.38324299999943334
974590436,26104406,0,83696506,unclassified,,,Deanery Road,False,,True,34.282128918227684,"LINESTRING (-2.6018955 51.4517727, -2.6020202 51.4517543, -2.6023769 51.4517016)",yes,alley,4.5,,,,0.7163502990522542
974590436,2205701895,0,83696507,service,,,Deanery Road,True,,False,9.154780064918029,"LINESTRING (-2.6018955 51.4517727, -2.6019007 51.4517834, -2.6019002 51.4518024, -2.6018884 51.4518195, -2.6018655 51.4518333, -2.601845 51.4518382)",,,,,roundabout,,0.9724392270657981
974590455,974590436,0,83696507,service,,,Deanery Road,True,,False,16.503212284194923,"LINESTRING (-2.6017495 51.4518076, -2.6017459 51.4517862, -2.6017524 51.4517718, -2.6017697 51.4517567, -2.6017889 51.4517483, -2.6018086 51.4517442, -2.601833 51.4517436, -2.601853 51.4517468, -2.6018798 51.4517581, -2.6018955 51.4517727)",,,,,roundabout,,0.7241976050592815
981814755,2757541600,0,4067625,unclassified,,20 mph,Constitution Hill,False,,True,48.73563667963956,"LINESTRING (-2.6099304 51.4531306, -2.61002 51.4531174, -2.6102237 51.4530561, -2.6105348 51.4529147)",,,,,,,0.8373015643165262
981814755,17585135,0,280997083,secondary,2.0,20 mph,Jacobs Wells Road,False,B4466,False,73.15338409856172,"LINESTRING (-2.6099304 51.4531306, -2.6099472 51.4532815, -2.6100036 51.4537869)",,,,,,,0.8836294334188731
981814755,11865591910,0,280997083,secondary,2.0,20 mph,Jacobs Wells Road,False,B4466,True,130.4713756248554,"LINESTRING (-2.6099304 51.4531306, -2.6098958 51.4530454, -2.6098577 51.4529637, -2.6097849 51.4528674, -2.6096611 51.4527505, -2.609536 51.4526704, -2.6094115 51.4525976, -2.6091606 51.4524487, -2.6089698 51.4523419, -2.6088968 51.452301, -2.6087841 51.4522315)",,,,,,,0.4662359291214704
982918639,26070234,0,4308343,unclassified,,20 mph,Great George Street,False,,True,105.97154307861766,"LINESTRING (-2.6056653 51.4528247, -2.6051954 51.4530652, -2.6044835 51.4534296)",,,,,,,0.2422495810874009
982935335,21529982,0,431578440,unclassified,,20 mph,Brandon Hill Lane,False,,False,31.418938289116856,"LINESTRING (-2.6057979 51.4544902, -2.6056482 51.4545765, -2.6056365 51.4545899, -2.6056262 51.4546095, -2.6056222 51.4546364, -2.6056222 51.4546548, -2.6056287 51.4546776, -2.6056458 51.4547275)",,,,,,,0.19538565031871646
982935335,891026747,0,"[431578440, 54484645, 69323247]","['unclassified', 'residential']",,20 mph,"['Upper Byron Place', 'Brandon Hill Lane']",False,,True,132.81315951851008,"LINESTRING (-2.6057979 51.4544902, -2.6059209 51.4544385, -2.6059571 51.4544266, -2.6059974 51.4544242, -2.6060434 51.4544278, -2.6061862 51.4544465, -2.6063744 51.4544802, -2.6065599 51.4545276, -2.6066628 51.4545708, -2.6068969 51.4547235, -2.6071741 51.4549383, -2.6072153 51.4549764, -2.6072283 51.454995, -2.6072291 51.4550166, -2.6072234 51.4550489)",,,,,,,0.5344860944935586
982935335,4765573948,0,483814476,service,,,,False,,True,37.162505004517456,"LINESTRING (-2.6057979 51.4544902, -2.6056226 51.4542668, -2.6055404 51.4541983)",,,,,,,0.30886531623692315
1015346553,26070172,0,194944265,secondary,2.0,20 mph,Clifton Road,False,B3129,False,38.346057109610655,"LINESTRING (-2.6152408 51.4554902, -2.6150951 51.4554911, -2.6150104 51.4554917, -2.6149723 51.4554919, -2.6148703 51.4555103, -2.6147993 51.4555262, -2.6147388 51.4555542, -2.6147229 51.4555685)",,,,,,,0.9292883015665366
1022548104,26215527,0,93545877,residential,,20 mph,Hanbury Road,False,,True,65.51760644497297,"LINESTRING (-2.6140942 51.4583362, -2.6139817 51.4583875, -2.6139488 51.4584447, -2.6139415 51.4585011, -2.6139861 51.4588851)",,,,,,,0.48324112875488656
1022548104,25991706,0,357564000,secondary,,20 mph,Pembroke Road,False,B4467,False,16.41971635869331,"LINESTRING (-2.6140942 51.4583362, -2.6140249 51.4582819, -2.6139398 51.4582243)",,,,,,,0.8038475739146764
1022548104,21531985,0,357564000,secondary,,20 mph,Pembroke Road,False,B4467,True,89.109925071333,"LINESTRING (-2.6140942 51.4583362, -2.6142802 51.4584928, -2.6144675 51.4586666, -2.6147769 51.4590139)",,,,,,,0.6115105309819548
1022548134,25991707,0,37354485,secondary,,20 mph,Queens Road,True,B3129,False,32.01491715656145,"LINESTRING (-2.6123593 51.4578872, -2.6124196 51.457803, -2.6125223 51.4577285, -2.6126586 51.4576806)",,,,,,,0.4684176055830508
1022548134,5519467268,0,"[575147498, 1039880340]",secondary,1.0,20 mph,Queen's Road,True,B3129,False,38.7443653354672,"LINESTRING (-2.6123593 51.4578872, -2.6122342 51.4579292, -2.6121591 51.4579416, -2.6119755 51.4579759, -2.6119123 51.4579859, -2.6118307 51.4579782)",,,,,,,0.4971860008800969
1022548134,5519467253,0,1155693445,tertiary,1.0,20 mph,Saint Pauls Road,True,,False,33.50926685416386,"LINESTRING (-2.6123593 51.4578872, -2.6124142 51.4579278, -2.6124407 51.4579772, -2.6124381 51.4580139, -2.6123967 51.4580719, -2.6123516 51.45811, -2.6122841 51.4581344)",,,,,,,0.13905272205855013
1052953603,21531985,0,4319761,unclassified,2.0,20 mph,Clifton Park,False,,False,29.156091259945818,"LINESTRING (-2.6151316 51.4588728, -2.6147769 51.4590139)",,,,,,,0.3446532696657397
1130492535,10739447463,0,97649856,service,,,,False,,False,32.94062475288049,"LINESTRING (-2.6038161 51.4560547, -2.603861 51.4559717, -2.6038711 51.4559486, -2.6038791 51.4559196, -2.6039016 51.4558393, -2.6039062 51.455823, -2.6039217 51.4557666)",,,,,,,0.18657863986180934
1130492591,430269402,0,36990479,primary,3.0,20 mph,Triangle West,True,A4018,False,16.59858486233687,"LINESTRING (-2.6079721 51.4566169, -2.6079323 51.4567641)",,,,,,,0.17603129169562148
