u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,access,service,width,bridge,junction,tunnel,weights
26104492,17585143,0,4311385,unclassified,,20 mph,Park Street Avenue,True,,False,62.0687483961263,"LINESTRING (-2.602954 51.4555207, -2.6030716 51.4554223, -2.6032591 51.4553265, -2.6036209 51.4551531)",,,,,,,0.11772203515532309
26104492,460840143,0,"[422095172, 22888053]",secondary,2.0,20 mph,Park Row,False,B4051,False,67.07247334777915,"LINESTRING (-2.602954 51.4555207, -2.6036112 51.4556785, -2.6038574 51.4557374)",,,,,,,0.3487450266795624
26104492,1130578185,0,22888053,secondary,2.0,20 mph,Park Row,False,B4051,True,48.35643460004201,"LINESTRING (-2.602954 51.4555207, -2.6025808 51.4554397, -2.6024227 51.4554113, -2.6022885 51.4553908)",,,,,,,0.8685134137943095
26104496,1968626144,0,84608997,unclassified,2.0,20 mph,Saint Georges Road,False,,False,48.32328238782783,"LINESTRING (-2.6030061 51.4526228, -2.6028497 51.4526824, -2.6026534 51.4527638, -2.6025297 51.452816, -2.6024166 51.4528545)",,,,,,,0.35851691665921803
26104496,6071146268,0,84608997,unclassified,2.0,20 mph,Saint Georges Road,False,,True,83.18005515539522,"LINESTRING (-2.6030061 51.4526228, -2.603331 51.4524788, -2.6034177 51.4524307, -2.6034938 51.4523669, -2.6036172 51.4522355, -2.6037654 51.4520797, -2.6037769 51.4520672)",,,,,,,0.0663549554659063
26104496,1968626115,0,143648518,residential,2.0,20 mph,Brandon Steep,False,,True,66.08279737648563,"LINESTRING (-2.6030061 51.4526228, -2.6030998 51.4526539, -2.6032332 51.4526821, -2.6033534 51.4526994, -2.6034597 51.452702, -2.6035262 51.4526938, -2.6036768 51.4526675, -2.6039082 51.4526042)",,,,,,,0.5310316432331188
26159334,26070233,0,4308342,service,,20 mph,Hill Street,False,,True,113.34916269886342,"LINESTRING (-2.6020171 51.453373, -2.6030418 51.4541676)",,,,,,,0.9982596044028387
26159334,3584572371,0,352696281,unclassified,2.0,20 mph,Saint George's Road,False,,True,3.441819437775471,"LINESTRING (-2.6020171 51.453373, -2.6020425 51.4533464)",,,,,,,0.46144277942322476
26159334,26159335,0,352696281,unclassified,2.0,20 mph,Saint George's Road,False,,False,38.27334024036335,"LINESTRING (-2.6020171 51.453373, -2.6019025 51.4534475, -2.6015984 51.4535964)",,,,,,,0.7316535944394655
26159335,17585146,0,3552302,primary,2.0,20 mph,Park Street,False,A4018,False,112.55862082346982,"LINESTRING (-2.6015984 51.4535964, -2.6022983 51.4541346, -2.6026238 51.4543815)",,,,,,,0.09725478433505852
26159335,2298696536,0,"[22887921, 4315062, 3552302]",primary,2.0,20 mph,Park Street,False,A4018,True,64.7097034209844,"LINESTRING (-2.6015984 51.4535964, -2.6014094 51.4534479, -2.6013486 51.4534002, -2.6011803 51.4532701, -2.6011469 51.4532434, -2.601014 51.4531425)",,,,yes,,,0.05982024783992168
26159335,26159334,0,352696281,unclassified,2.0,20 mph,Saint George's Road,False,,True,38.27334024036335,"LINESTRING (-2.6015984 51.4535964, -2.6019025 51.4534475, -2.6020171 51.453373)",,,,,,,0.3798048961808965
26165125,26165127,0,4315798,tertiary,2.0,20 mph,Tyndalls Park Road,False,,False,45.754096012972376,"LINESTRING (-2.6072134 51.4601582, -2.6077554 51.4599231)",,,,,,,0.1142957827087957
26165125,7737202755,0,4315798,tertiary,2.0,20 mph,Tyndalls Park Road,False,,True,68.5983785760416,"LINESTRING (-2.6072134 51.4601582, -2.6064121 51.4605206)",,,,,,,0.05405698729139907
26165125,26165128,0,41554114,residential,,20 mph,Elmdale Road,False,,True,100.30605104713726,"LINESTRING (-2.6072134 51.4601582, -2.6071356 51.4599513, -2.6070588 51.4597518, -2.6070534 51.4592674)",,,9.2,,,,0.8082890914813303
26165127,26165125,0,4315798,tertiary,2.0,20 mph,Tyndalls Park Road,False,,True,45.754096012972376,"LINESTRING (-2.6077554 51.4599231, -2.6072134 51.4601582)",,,,,,,0.7929170664099628
26165127,12106877513,0,1307332815,service,,,,False,,False,8.229376257495945,"LINESTRING (-2.6077554 51.4599231, -2.6077402 51.4598497)",,,,,,,0.9256082569141869
26165127,4032728626,0,4315798,tertiary,2.0,20 mph,Tyndalls Park Road,False,,False,15.42945844146409,"LINESTRING (-2.6077554 51.4599231, -2.6078562 51.4598837, -2.6079505 51.4598568)",,,,,,,0.9853862801755688
26165128,9568203077,0,4315799,residential,,20 mph,Priory Road,False,,False,96.0604656869213,"LINESTRING (-2.6070534 51.4592674, -2.6057694 51.4595934)",,,9.3,,,,0.19046294947237685
26165128,26165135,0,41554114,residential,,20 mph,Elmdale Road,False,,True,108.28076335877522,"LINESTRING (-2.6070534 51.4592674, -2.6070916 51.4582939)",,,9.2,,,,0.5725056254958062
26165128,26165125,0,41554114,residential,,20 mph,Elmdale Road,False,,False,100.30605104713726,"LINESTRING (-2.6070534 51.4592674, -2.6070588 51.4597518, -2.6071356 51.4599513, -2.6072134 51.4601582)",,,9.2,,,,0.467372264511867
26165130,10935231459,0,109196963,residential,,20 mph,Saint Michaels Park,False,,True,52.16842060417217,"LINESTRING (-2.6040197 51.4591501, -2.603932 51.4591767, -2.6033435 51.4593565)",,,5.0,,,,0.9199103996345775
26165130,1692444945,0,157013473,tertiary,2.0,20 mph,Woodland Road,False,,False,53.95325916835336,"LINESTRING (-2.6040197 51.4591501, -2.60388 51.4588292, -2.6038228 51.4586807)",,,,,,,0.5605096899824356
26165130,4150116225,0,157013473,tertiary,2.0,20 mph,Woodland Road,False,,True,22.377612258318948,"LINESTRING (-2.6040197 51.4591501, -2.6040418 51.4592, -2.6041069 51.4593044, -2.6041247 51.4593402)",,,,,,,0.6720187775941286
26165133,3684809154,0,36996649,residential,,20 mph,Elton Road,False,,True,77.17123108833232,"LINESTRING (-2.606794 51.4583703, -2.6064017 51.4584742, -2.6061377 51.458537, -2.6057448 51.4585982)",,,,,,,0.5339128069466137
26165133,430272424,0,36996703,residential,,20 mph,Elton Road,True,,False,35.36931342595998,"LINESTRING (-2.606794 51.4583703, -2.6069396 51.4582936, -2.6071552 51.4581464)",,,,,,,0.4755261102813436
26165135,26165133,0,4315797,residential,,20 mph,Elton Road,True,,False,22.300402867307387,"LINESTRING (-2.6070916 51.4582939, -2.606794 51.4583703)",,,,,,,0.19230779236311224
26165135,430272424,0,41554112,residential,,20 mph,Elmdale Road,False,,True,16.982895228932758,"LINESTRING (-2.6070916 51.4582939, -2.6071552 51.4581464)",,,,,,,0.06277015553265008
26165135,26165128,0,41554114,residential,,20 mph,Elmdale Road,False,,False,108.28076335877522,"LINESTRING (-2.6070916 51.4582939, -2.6070534 51.4592674)",,,9.2,,,,0.8267566669414979
26165138,1692444887,0,4315794,residential,,20 mph,University Road,True,,False,160.74454314617833,"LINESTRING (-2.605515 51.4568603, -2.6052801 51.4570945, -2.6051502 51.4572216, -2.6050405 51.4573266, -2.6049664 51.4573914, -2.6048635 51.4574758, -2.6047478 51.4575573, -2.6046483 51.4576247, -2.6045188 51.457701, -2.6044079 51.4577587, -2.6040199 51.457947)",,,,,,,0.13298721711696238
26165138,2004050909,0,4315795,residential,,20 mph,Elmdale Road,False,,False,35.31487424217049,"LINESTRING (-2.605515 51.4568603, -2.6056296 51.4569122, -2.6059258 51.4570483)",,,,,,,0.26502819762751906
26165138,26165146,0,949386963,residential,,20 mph,University Road,False,,True,78.46974863346962,"LINESTRING (-2.605515 51.4568603, -2.6060632 51.4563234, -2.606098 51.4562899, -2.6061237 51.4562652)",,,,,,,0.5098362823328877
26165141,10751814850,0,729748506,tertiary,2.0,20 mph,Woodland Road,False,,True,4.265368201093254,"LINESTRING (-2.6038551 51.4579857, -2.6038523 51.458012, -2.6038498 51.4580239)",,,,,,,0.7327232390600921
26165141,10738320242,0,"[194089144, 1351801043]",tertiary,2.0,20 mph,Woodland Road,False,,False,72.53143003684,"LINESTRING (-2.6038551 51.4579857, -2.6038579 51.4579137, -2.603854 51.4578612, -2.6038477 51.457825, -2.6038183 51.4576953, -2.6037767 51.4575347, -2.603746 51.4574306, -2.603714 51.457341)",,,,,,,0.9294152070440156
26165146,21529979,0,36990372,primary_link,,20 mph,,True,A4018,False,28.535362063173316,"LINESTRING (-2.6061237 51.4562652, -2.6060911 51.4561792, -2.6060889 51.4561661, -2.6060903 51.4561475, -2.6060954 51.4561296, -2.6061054 51.4561118, -2.6061191 51.4560913, -2.6061383 51.4560708, -2.6061938 51.45603)",,,,,,,0.9482695215999085
26165146,1969856232,0,39020684,primary,2.0,20 mph,Queen's Road,True,A4018,False,110.87463503697604,"LINESTRING (-2.6061237 51.4562652, -2.6059444 51.4562089, -2.6057977 51.4561567, -2.6057233 51.4561342, -2.6055659 51.4560944, -2.6053217 51.4560433, -2.6048124 51.4559481, -2.6046319 51.455914)",,,,,,,0.2089937755275958
26165146,26165138,0,949386963,residential,,20 mph,University Road,False,,False,78.46974863346964,"LINESTRING (-2.6061237 51.4562652, -2.606098 51.4562899, -2.6060632 51.4563234, -2.605515 51.4568603)",,,,,,,0.1595544857925295
26165147,1986278379,0,37354497,primary,2.0,20 mph,Queen's Road,True,A4018,False,16.036762864717158,"LINESTRING (-2.6086303 51.4576267, -2.6085084 51.4575041)",,,,,,,0.08551155826503154
26165147,1986278381,0,188001750,residential,,20 mph,Queen's Avenue,True,,False,18.71722713745353,"LINESTRING (-2.6086303 51.4576267, -2.6084641 51.4576391, -2.6083625 51.4576487)",,,,,,,0.30790026717269736
26165148,1970090305,0,574877223,primary,2.0,20 mph,Whiteladies Road,False,A4018,False,33.37526583673044,"LINESTRING (-2.6086996 51.4597838, -2.6086679 51.4600833)",,,,,,,0.701822126829893
26165148,4032728634,0,3552330,primary,2.0,20 mph,Whiteladies Road,False,A4018,True,27.7019835562472,"LINESTRING (-2.6086996 51.4597838, -2.6087165 51.4596568, -2.6087322 51.4595355)",,,,,,,0.19389233609922207
26165148,4032728626,0,4315798,tertiary,2.0,20 mph,Tyndalls Park Road,False,,True,52.70207846042623,"LINESTRING (-2.6086996 51.4597838, -2.608571 51.4597983, -2.6083599 51.4598096, -2.6082027 51.4598183, -2.6080818 51.459832, -2.6079694 51.4598514, -2.6079505 51.4598568)",,,,,,,0.11204072803448228
26165148,12106877508,0,39019570,tertiary,2.0,20 mph,Saint Pauls Road,False,,True,79.2462719849443,"LINESTRING (-2.6086996 51.4597838, -2.6088012 51.4597668, -2.6089139 51.4597391, -2.6090238 51.4597103, -2.6091458 51.4596743, -2.6094716 51.4595626, -2.6097171 51.4594648)",,,,,,,0.21456543032007214
26165151,1250715235,0,177586107,tertiary,2.0,20 mph,Saint Michaels Hill,False,,False,4.393201051961699,"LINESTRING (-2.6011695 51.4600741, -2.6011604 51.460035)",,,,,,,0.31883938757236896
26165151,242790325,0,203035035,tertiary,,20 mph,Saint Michael's Hill,False,,True,62.677062315126754,"LINESTRING (-2.6011695 51.4600741, -2.6012377 51.4602604, -2.6012486 51.4602831, -2.601294 51.4603686, -2.601354 51.4604536, -2.6013709 51.4604776, -2.6014819 51.4605828, -2.6014941 51.4605944)",,,,,,,0.3222674623438436
26167335,4414001238,0,4315918,residential,,20 mph,Osborne Villas,False,,False,33.54543586154521,"LINESTRING (-2.6017224 51.4598638, -2.6019325 51.4601356)",,,6.0,,,,0.8935724400158226
26167335,10935221426,0,109196963,residential,,20 mph,Saint Michaels Park,False,,True,22.91539613129786,"LINESTRING (-2.6017224 51.4598638, -2.6014293 51.4599593)",,,5.0,,,,0.6178692160600209
26167335,10935221491,0,109196963,residential,,20 mph,Saint Michaels Park,False,,False,37.30938533343337,"LINESTRING (-2.6017224 51.4598638, -2.6021477 51.4597285, -2.602202 51.4597112)",,,5.0,,,,0.4114386184089355
26167336,10935231429,0,109196963,residential,,20 mph,Saint Michaels Park,False,,False,27.05747919777117,"LINESTRING (-2.6026798 51.4595594, -2.6030304 51.4594522)",,,5.0,,,,0.8614781095355948
26167336,10935221495,0,109196963,residential,,20 mph,Saint Michaels Park,False,,True,17.552130595904444,"LINESTRING (-2.6026798 51.4595594, -2.6024541 51.4596311)",,,5.0,,,,0.9726852033606451
26167336,4414001238,0,4315918,residential,,20 mph,Osborne Villas,False,,True,115.02454666978046,"LINESTRING (-2.6026798 51.4595594, -2.6029079 51.4599008, -2.6019423 51.4601483, -2.6019325 51.4601356)",,,6.0,,,,0.27367772479784025
26167344,6835942108,0,296335306,service,,,,False,,False,116.83031605524482,"LINESTRING (-2.6023928 51.4579172, -2.6024556 51.4579496, -2.6025608 51.4580039, -2.6026031 51.4580273, -2.6026611 51.4580626, -2.6028612 51.4581984, -2.602867 51.4582023, -2.6028781 51.4582098, -2.6030115 51.4582999, -2.6030737 51.4583418, -2.6031385 51.4583856, -2.6031512 51.458395, -2.6031747 51.4584142, -2.603193 51.4584277, -2.6032272 51.4584475, -2.6032622 51.4584649, -2.6033175 51.4584889, -2.6033747 51.4585106, -2.6034151 51.4585242, -2.6034863 51.4585421, -2.6035125 51.4585516, -2.6035252 51.4585572, -2.6035363 51.4585635, -2.6035464 51.458572, -2.6035586 51.4585859, -2.603564 51.458594, -2.6035921 51.458636)",permissive,,,,,,0.6590735510497953
26190463,26190468,0,4316732,residential,,20 mph,Glentworth Road,False,,False,93.20529600874758,"LINESTRING (-2.612128 51.4518918, -2.6109463 51.4522922)",,,,,,,0.48003392829102365
26190463,26190470,0,4316737,residential,,20 mph,Clifton Wood Road,False,,False,24.223581543427496,"LINESTRING (-2.612128 51.4518918, -2.6119183 51.4517175)",,,,,,,0.4356717827682989
26190463,21529973,0,4316737,residential,,20 mph,Clifton Wood Road,False,,True,115.14919367417738,"LINESTRING (-2.612128 51.4518918, -2.6123602 51.4520815, -2.6125378 51.4521721, -2.612908 51.452784)",,,,,,,0.33887989101306515
26190468,26190463,0,4316732,residential,,20 mph,Glentworth Road,False,,True,93.20529600874758,"LINESTRING (-2.6109463 51.4522922, -2.612128 51.4518918)",,,,,,,0.35683091488932084
26190468,26190507,0,8384714,residential,,20 mph,Bellevue Crescent,False,,True,30.19841036082206,"LINESTRING (-2.6109463 51.4522922, -2.6109925 51.4524086, -2.6110154 51.4525596)",,,,,,,0.12742787809704592
26190470,26190463,0,4316737,residential,,20 mph,Clifton Wood Road,False,,True,24.223581543427496,"LINESTRING (-2.6119183 51.4517175, -2.612128 51.4518918)",,,,,,,0.5965318010894652
26190507,26190468,0,8384714,residential,,20 mph,Bellevue Crescent,False,,False,30.19841036082206,"LINESTRING (-2.6110154 51.4525596, -2.6109925 51.4524086, -2.6109463 51.4522922)",,,,,,,0.2697133096474338
26215512,26215513,0,39019570,tertiary,2.0,20 mph,Saint Pauls Road,False,,False,33.15486518797637,"LINESTRING (-2.6112864 51.4587675, -2.6109269 51.4589643)",,,,,,,0.7780732388577077
26215512,5519467253,0,39019570,tertiary,2.0,20 mph,Saint Pauls Road,False,,True,98.91947114338548,"LINESTRING (-2.6112864 51.4587675, -2.6116679 51.4585512, -2.6117841 51.4584858, -2.6122271 51.4581908, -2.6122841 51.4581344)",,,,,,,0.8783242861377023
26215513,26215514,0,39019570,tertiary,2.0,20 mph,Saint Pauls Road,False,,False,98.23060409595934,"LINESTRING (-2.6109269 51.4589643, -2.6097461 51.4594533)",,,,,,,0.5405214811051852
26215513,26215512,0,39019570,tertiary,2.0,20 mph,Saint Pauls Road,False,,True,33.15486518797637,"LINESTRING (-2.6109269 51.4589643, -2.6112864 51.4587675)",,,,,,,0.6241548307496947
26215513,26215518,0,4319670,residential,,20 mph,Oakfield Place,False,,False,63.20200428587145,"LINESTRING (-2.6109269 51.4589643, -2.6114027 51.4593676, -2.6114487 51.4594291)",,,,,,,0.5228009527969185
26215513,853556892,0,"[656100889, 4319669]",residential,,20 mph,Sunderland Place,False,,True,63.51568590870842,"LINESTRING (-2.6109269 51.4589643, -2.6104157 51.4585119, -2.6103915 51.4585216)",,,,,,,0.12382738786084124
26215514,12106877508,0,39019570,tertiary,2.0,20 mph,Saint Pauls Road,False,,False,2.381595173671166,"LINESTRING (-2.6097461 51.4594533, -2.6097171 51.4594648)",,,,,,,0.6919039182273666
26215514,26215513,0,39019570,tertiary,2.0,20 mph,Saint Pauls Road,False,,True,98.23060409595934,"LINESTRING (-2.6097461 51.4594533, -2.6109269 51.4589643)",,,,,,,0.05054588145417627
26215514,26215519,0,95210204,residential,,20 mph,Oakfield Place,False,,True,115.80474140891238,"LINESTRING (-2.6097461 51.4594533, -2.6102782 51.4599033, -2.610924 51.459637)",,,5.0,,,,0.06647474029705136
26215516,853556892,0,4319669,residential,,20 mph,Sunderland Place,False,,False,93.6966537400494,"LINESTRING (-2.6092836 51.4590048, -2.6103697 51.4585303, -2.6103915 51.4585216)",,,,,,,0.7820672990236114
26215516,12106877508,0,4319669,residential,,20 mph,Sunderland Place,False,,True,59.51335588152827,"LINESTRING (-2.6092836 51.4590048, -2.6092865 51.4590233, -2.6097171 51.4594648)",,,,,,,0.2282294410158423
26215516,860227796,0,72452771,path,,,,False,,False,41.12190629973645,"LINESTRING (-2.6092836 51.4590048, -2.6092301 51.4589866, -2.6091501 51.4589967, -2.6090676 51.4590074, -2.6089681 51.4588867, -2.6088218 51.4588694)",,,,,,,0.7617635372539607
26215518,26215513,0,4319670,residential,,20 mph,Oakfield Place,False,,True,63.20200428587145,"LINESTRING (-2.6114487 51.4594291, -2.6114027 51.4593676, -2.6109269 51.4589643)",,,,,,,0.0015784223832718824
26215518,826838268,0,284534473,unclassified,,20 mph,Oakfield Grove,False,,True,75.64225655448769,"LINESTRING (-2.6114487 51.4594291, -2.6117558 51.4597152, -2.6122192 51.4595432)",,,,,,,0.12336648847733178
26215518,26215519,0,"[463690553, 95210204, 95210205]","['pedestrian', 'residential']",,20 mph,Oakfield Place,False,,False,43.08050538493773,"LINESTRING (-2.6114487 51.4594291, -2.6112345 51.4595148, -2.6110139 51.4596017, -2.610924 51.459637)",,,5.0,,,,0.3438895965112334
26215519,26215514,0,95210204,residential,,20 mph,Oakfield Place,False,,False,115.80474140891238,"LINESTRING (-2.610924 51.459637, -2.6102782 51.4599033, -2.6097461 51.4594533)",,,5.0,,,,0.8253417852052134
26215519,26215518,0,"[463690553, 95210204, 95210205]","['pedestrian', 'residential']",,20 mph,Oakfield Place,False,,True,43.08050538493773,"LINESTRING (-2.610924 51.459637, -2.6110139 51.4596017, -2.6112345 51.4595148, -2.6114487 51.4594291)",,,5.0,,,,0.4678631902675481
26215522,826838286,0,4319667,residential,,20 mph,Oakfield Road,False,,False,71.54532903096005,"LINESTRING (-2.6139731 51.4602441, -2.6129938 51.4604483)",,,10.0,,,,0.3552036233694519
26215522,26215525,0,93545877,residential,,20 mph,Hanbury Road,False,,False,49.57019200528805,"LINESTRING (-2.6139731 51.4602441, -2.6140139 51.4601088, -2.6140205 51.4598007)",,,,,,,0.7724970284334773
26215525,26215527,0,93545877,residential,,20 mph,Hanbury Road,False,,False,101.83811072053454,"LINESTRING (-2.6140205 51.4598007, -2.6139861 51.4588851)",,,,,,,0.24876797811778395
26215525,26215527,1,4319665,residential,,20 mph,Eaton Crescent,False,,False,124.62924846885451,"LINESTRING (-2.6140205 51.4598007, -2.6139614 51.4597927, -2.6138732 51.4597493, -2.6137757 51.4596162, -2.6136683 51.459477, -2.6136085 51.4593486, -2.6135643 51.459218, -2.6135899 51.4591244, -2.6137147 51.4590033, -2.6139861 51.4588851)",,,,,,,0.6698132849745752
26215525,26215522,0,93545877,residential,,20 mph,Hanbury Road,False,,True,49.57019200528805,"LINESTRING (-2.6140205 51.4598007, -2.6140139 51.4601088, -2.6139731 51.4602441)",,,,,,,0.8304098305865688
26215527,26215525,0,93545877,residential,,20 mph,Hanbury Road,False,,True,101.83811072053454,"LINESTRING (-2.6139861 51.4588851, -2.6140205 51.4598007)",,,,,,,0.910771235521881
26215527,26215525,1,4319665,residential,,20 mph,Eaton Crescent,False,,True,124.62924846885451,"LINESTRING (-2.6139861 51.4588851, -2.6137147 51.4590033, -2.6135899 51.4591244, -2.6135643 51.459218, -2.6136085 51.4593486, -2.6136683 51.459477, -2.6137757 51.4596162, -2.6138732 51.4597493, -2.6139614 51.4597927, -2.6140205 51.4598007)",,,,,,,0.40492614925172643
26215527,1022548104,0,93545877,residential,,20 mph,Hanbury Road,False,,False,65.51760644497296,"LINESTRING (-2.6139861 51.4588851, -2.6139415 51.4585011, -2.6139488 51.4584447, -2.6139817 51.4583875, -2.6140942 51.4583362)",,,,,,,0.013499476901485008
26218275,6148493657,0,4319763,residential,,20 mph,Richmond Park Road,False,,False,13.620095626815353,"LINESTRING (-2.6143197 51.4577103, -2.6143784 51.4575934)",,,,,,,0.7767162839405277
26218275,25991706,0,4319763,residential,,20 mph,Richmond Park Road,False,,True,63.34547556129781,"LINESTRING (-2.6143197 51.4577103, -2.6141678 51.4579657, -2.6140525 51.4581334, -2.6139398 51.4582243)",,,,,,,0.702770090730373
26218275,26218277,0,4319764,residential,,20 mph,Pembroke Grove,False,,False,22.393030460976128,"LINESTRING (-2.6143197 51.4577103, -2.61451 51.4577739, -2.6145917 51.4578172)",,,,,,,0.9275708090125496
26218275,8227117931,0,884668414,service,,,,False,,False,44.31035123729079,"LINESTRING (-2.6143197 51.4577103, -2.6141392 51.4576644, -2.6140506 51.4576692, -2.6137587 51.4575426)",,,,,,,0.61294047715303
26218277,6058981816,0,4319764,residential,,20 mph,Pembroke Grove,False,,False,26.81125983025218,"LINESTRING (-2.6145917 51.4578172, -2.6148416 51.4580013)",,,,,,,0.8724700107874872
26218277,2823453307,0,277904862,residential,,20 mph,Richmond Mews,False,,False,25.554312122308684,"LINESTRING (-2.6145917 51.4578172, -2.6147664 51.4576148)",,,,,,,0.4303196391464871
26218277,26218275,0,4319764,residential,,20 mph,Pembroke Grove,False,,True,22.393030460976128,"LINESTRING (-2.6145917 51.4578172, -2.61451 51.4577739, -2.6143197 51.4577103)",,,,,,,0.1727264013618891
26218277,6148469042,0,656343873,service,,,,False,,True,39.76832671791188,"LINESTRING (-2.6145917 51.4578172, -2.614531 51.4578573, -2.6141909 51.4580732)",,,,,,,0.8286971863697215
26218282,26070172,0,37354486,secondary,2.0,20 mph,Queens Road,False,B3129,False,30.278166145550205,"LINESTRING (-2.6144665 51.455789, -2.6147229 51.4555685)",,,,,,,0.439992588878102
26218282,830599275,0,4319763,residential,,20 mph,Richmond Park Road,False,,True,162.72425475803007,"LINESTRING (-2.6144665 51.455789, -2.6146044 51.4558554, -2.614715 51.4559501, -2.6147579 51.4560532, -2.6147328 51.4563381, -2.6147017 51.4566437, -2.6146582 51.4569045, -2.6145873 51.4571784)",,,,,,,0.3053042945747906
26218282,26070189,0,37354486,secondary,2.0,20 mph,Queens Road,False,B3129,True,85.44626869120435,"LINESTRING (-2.6144665 51.455789, -2.6142139 51.4560692, -2.6138767 51.4564638)",,,,,,,0.32282103654024064
26218283,6058981816,0,4319764,residential,,20 mph,Pembroke Grove,False,,True,29.093714783607457,"LINESTRING (-2.6151205 51.4581969, -2.6148416 51.4580013)",,,,,,,0.9783348350087278
242790325,26165151,0,203035035,tertiary,,20 mph,Saint Michael's Hill,False,,False,62.677062315126754,"LINESTRING (-2.6014941 51.4605944, -2.6014819 51.4605828, -2.6013709 51.4604776, -2.601354 51.4604536, -2.601294 51.4603686, -2.6012486 51.4602831, -2.6012377 51.4602604, -2.6011695 51.4600741)",,,,,,,0.8351471439715108
243078541,243078542,0,22663247,secondary,1.0,20 mph,Queens Road,True,B3129,False,35.06423155236192,"LINESTRING (-2.6096241 51.4579139, -2.6094625 51.4578962, -2.6093609 51.4578871, -2.6092716 51.4578835, -2.609191 51.4578896, -2.6091228 51.4578947)",,,,,,,0.298275333059847
243078541,465205538,0,37354484,secondary,2.0,20 mph,Queen's Road,False,B3129,False,14.066885828353795,"LINESTRING (-2.6096241 51.4579139, -2.609722 51.4579409, -2.6098094 51.4579656)",,,,,,,0.32608742652713985
243078542,243078543,0,22663249,primary,,20 mph,Queen's Road,True,A4018,False,29.14576843901344,"LINESTRING (-2.6091228 51.4578947, -2.609006 51.4578981, -2.6089056 51.4578789, -2.6087799 51.457783)",,,,,,,0.2863075117575071
243078542,5519467272,0,41554124,primary,,20 mph,,True,A4018,False,38.13495324646859,"LINESTRING (-2.6091228 51.4578947, -2.6090519 51.4579646, -2.6089543 51.458136, -2.6089123 51.4582099)",,,,,,,0.6730239357528286
243078543,26165147,0,39020685,primary,2.0,20 mph,Queen's Road,True,A4018,False,20.235870792882388,"LINESTRING (-2.6087799 51.457783, -2.6086303 51.4576267)",,,,,,,0.06319956859001585
246192208,21529979,0,37031480,primary,2.0,20 mph,Queen's Road,True,A4018,False,109.4860832801254,"LINESTRING (-2.6046479 51.4558412, -2.6047347 51.4558567, -2.6049294 51.4558908, -2.6052096 51.4559389, -2.6053662 51.4559658, -2.6055129 51.4559816, -2.6056262 51.4559938, -2.6057785 51.4560045, -2.6060121 51.4560157, -2.6061938 51.45603)",,,,,,,0.7057677125601177
247900624,17585135,0,22994339,residential,,20 mph,Gorse Lane,False,,True,67.70523331189118,"LINESTRING (-2.6107756 51.4541293, -2.6106541 51.4540941, -2.6105973 51.454077, -2.6105533 51.4540613, -2.6105116 51.4540419, -2.6104596 51.4540076, -2.6103804 51.453948, -2.6103029 51.4538875, -2.6102548 51.4538489, -2.6102021 51.4538215, -2.6100036 51.4537869)",,,,,,,0.3576036026213465
247900792,367036281,0,22994358,residential,,20 mph,Bellevue Terrace,False,,True,59.58336697639999,"LINESTRING (-2.6110104 51.454239, -2.6107292 51.4544548, -2.6105874 51.4545542, -2.6105453 51.4545845, -2.6105211 51.454614, -2.6105277 51.4546411, -2.6105497 51.4546611)",,,,,,,0.0014860083120336043
247910787,5499934242,0,"[572482880, 572482900, 143648518]",residential,2.0,20 mph,"[""Queen's Parade"", 'Brandon Steep']",False,,False,141.17174010723917,"LINESTRING (-2.6054666 51.4516973, -2.6054361 51.451733, -2.6044252 51.4523674, -2.6043663 51.4524062, -2.6042882 51.452455, -2.604202 51.4524994, -2.6041024 51.452539, -2.6040054 51.4525732)",,,,,,,0.5900907356440886
279377035,279377480,0,25632248,unclassified,,20 mph,Cantock's Close,False,,True,65.31013999567769,"LINESTRING (-2.6020056 51.456144, -2.6020713 51.4561732, -2.6021202 51.4561872, -2.6021974 51.4562085, -2.6022264 51.4562144, -2.6022998 51.4562262, -2.602353 51.4562333, -2.6024517 51.4562465, -2.6024936 51.456249, -2.6025337 51.4562482, -2.6025728 51.4562445, -2.6026108 51.456236, -2.602653 51.4562213, -2.6027388 51.4561832, -2.6028533 51.4561266)",,,,,,,0.5178377715625444
279377035,1572010433,0,25632250,unclassified,,20 mph,Cantock's Close,False,,False,69.61785621810643,"LINESTRING (-2.6020056 51.456144, -2.6016874 51.4559582, -2.6016496 51.4559397, -2.6016251 51.4559298, -2.6015992 51.4559242, -2.6015718 51.4559221, -2.6015342 51.4559247, -2.601497 51.4559311, -2.6014517 51.4559417, -2.6011649 51.4560176)",,,,,,,0.6753005249154994
279377480,279377035,0,25632248,unclassified,,20 mph,Cantock's Close,False,,False,65.31013999567769,"LINESTRING (-2.6028533 51.4561266, -2.6027388 51.4561832, -2.602653 51.4562213, -2.6026108 51.456236, -2.6025728 51.4562445, -2.6025337 51.4562482, -2.6024936 51.456249, -2.6024517 51.4562465, -2.602353 51.4562333, -2.6022998 51.4562262, -2.6022264 51.4562144, -2.6021974 51.4562085, -2.6021202 51.4561872, -2.6020713 51.4561732, -2.6020056 51.456144)",,,,,,,0.8609485944259117
