node_id,lat,lon,tags
8712199329,52.0596267,-1.3371435,{}
8712199330,52.0596816,-1.3371475,{}
8712199331,52.0597317,-1.3371261,{}
8712199333,52.0598258,-1.3372285,{}
1981811488,52.0598509,-1.3372558,{}
1981811522,52.0598603,-1.337279,{}
1981811428,52.0598619,-1.3372944,{}
1981811390,52.0598627,-1.3373106,{}
1981811493,52.0598603,-1.337331,{}
1088234965,52.059901,-1.3373103,{}
1981811455,52.0598527,-1.3373641,{}
8425607905,52.0598347,-1.3374236,{'barrier': 'height_restrictor'}
1981811500,52.059909,-1.337359,{}
1981811377,52.059894,-1.3373763,{}
1981811445,52.0599245,-1.3373561,{}
1981811338,52.059886,-1.3373967,{}
1981811294,52.059941,-1.3373602,{}
1981811270,52.0599633,-1.3373731,{}
1981811253,52.0599716,-1.3376317,{}
428625980,52.0601564,-1.3375677,{}
8852817154,52.0602158,-1.3376164,{}
7438404086,52.0602818,-1.3376706,{}
8909686775,52.060396,-1.3377643,{}
8909686776,52.0603589,-1.3378949,{}
428625991,52.0604717,-1.3378264,{}
8909686777,52.0603531,-1.33797,{}
1982029922,52.0605266,-1.3378499,{}
1963852638,52.0605755,-1.337865,"{'crossing': 'marked', 'crossing:markings': 'yes', 'crossing_ref': 'zebra', 'highway': 'crossing', 'tactile_paving': 'yes'}"
1963852781,52.0605288,-1.3379017,{}
8852837819,52.060572,-1.3379314,{}
1982029752,52.060556,-1.3379535,"{'crossing': 'marked', 'crossing:markings': 'yes', 'crossing_ref': 'zebra', 'highway': 'crossing', 'tactile_paving': 'yes'}"
8909686779,52.0605308,-1.3379922,{}
8909686780,52.0605222,-1.3380264,{}
1963852646,52.0605822,-1.3380134,{}
8683026498,52.060884,-1.3374246,{}
8683026499,52.0608617,-1.3374004,{}
8683026495,52.061053,-1.3373541,{}
1982029969,52.0610198,-1.3372965,{}
8683026497,52.0609475,-1.3372707,{}
1982029661,52.0609626,-1.3372529,{}
8683026496,52.0609848,-1.3372422,{}
732287947,52.0610606,-1.3370487,{}
1962166617,52.061155,-1.3369677,{}
8696867702,52.06108,-1.3365846,{}
8696867700,52.061033,-1.3365055,{}
8696867701,52.0610747,-1.3364981,{}
8003873927,52.0618536,-1.3346532,{}
1961939186,52.061972,-1.3335895,{}
414912446,52.0619645,-1.33345,{}
414912451,52.0619601,-1.3335319,{}
414912447,52.0621683,-1.3335637,{}
414912453,52.0621737,-1.33352,{}
1962166138,52.0623812,-1.3345674,{}
1962166648,52.0622533,-1.334716,{}
1962166803,52.0622665,-1.3347235,{}
1962166227,52.0622844,-1.3347336,{}
8697761613,52.0623104,-1.3347473,{}
1962166195,52.0623133,-1.3347825,{}
1962166111,52.0623117,-1.3348429,{}
1962166524,52.0622935,-1.3350293,{}
1962166571,52.0622762,-1.3352291,{}
1962166792,52.062171,-1.3352624,{}
4743630893,52.0621167,-1.3355574,{}
1962166076,52.0621376,-1.3355654,{}
1962166680,52.0621357,-1.3356063,{}
429422792,52.0623187,-1.3356565,{}
429422793,52.0622323,-1.335624,{}
429422794,52.062169,-1.3356132,{}
1962166057,52.062244,-1.3355443,{}
1962166667,52.0622116,-1.3355675,{}
1962166338,52.0622345,-1.3355554,{}
1962166133,52.0622211,-1.3355629,{}
1962166158,52.0622515,-1.3355254,{}
4743630894,52.0621712,-1.3355659,{}
8866083610,52.0620036,-1.3356245,{}
9104987527,52.0619537,-1.335609,{}
9104987530,52.0619379,-1.3356879,{}
7252839786,52.0619598,-1.335598,{}
9104987531,52.0619351,-1.3357012,{}
9104987533,52.0619206,-1.3357622,{}
4743630902,52.0619113,-1.3358036,{}
